id,fidelidade,sexo,idade,atendimento,sortimento,acessibilidade,preço
2841,sim,feminino,34,4,4,5,5
2842,sim,feminino,34,4,4,3,3
2843,sim,masculino,34,5,4,5,4
2844,sim,feminino,34,4,4,3,3
2845,sim,feminino,34,4,3,3,3
2846,sim,feminino,39,3,4,3,3
2847,sim,feminino,34,4,4,3,3
2848,sim,feminino,34,4,4,3,5
2849,sim,feminino,35,3,4,5,4
2850,sim,feminino,34,3,5,5,4
2851,sim,masculino,34,4,4,5,4
2852,sim,feminino,34,3,2,3,3
2853,sim,feminino,35,4,4,3,3
2854,sim,feminino,41,4,4,3,5
2855,sim,feminino,36,4,4,5,4
2856,sim,masculino,36,4,4,5,4
2857,sim,masculino,34,4,4,3,5
2858,sim,masculino,34,4,4,5,4
2859,sim,feminino,35,4,5,3,5
2860,sim,feminino,34,4,5,3,3
2861,sim,feminino,35,3,4,5,4
2862,sim,feminino,34,4,4,5,4
2863,sim,feminino,39,3,4,3,3
2864,sim,feminino,41,4,4,3,5
2865,sim,masculino,34,3,5,3,1
2866,sim,masculino,36,4,4,3,3
2867,sim,feminino,34,4,3,3,3
2868,sim,feminino,34,5,3,4,2
2869,sim,feminino,35,3,4,3,3
2870,sim,feminino,34,3,5,5,4
2871,sim,masculino,34,4,4,3,3
2872,sim,masculino,34,4,4,5,4
2873,sim,feminino,35,3,5,5,4
2874,sim,feminino,34,4,4,5,5
2875,sim,feminino,34,5,4,3,5
2876,sim,feminino,34,4,5,3,3
2877,sim,feminino,39,3,4,3,3
2878,sim,feminino,34,1,3,5,4
2879,sim,feminino,34,4,4,3,3
2880,sim,masculino,34,4,4,3,5
2881,sim,feminino,35,4,5,3,5
2882,sim,masculino,34,4,4,5,4
2883,sim,feminino,34,4,4,3,3
2884,sim,feminino,34,5,3,4,2
2885,sim,masculino,34,3,5,3,1
2886,sim,masculino,34,4,4,5,4
2887,sim,masculino,34,3,5,3,1
2888,sim,feminino,34,5,5,3,5
2889,sim,feminino,34,2,2,3,3
2890,sim,feminino,35,3,4,5,4
2891,sim,feminino,34,3,5,5,4
2892,sim,feminino,34,4,4,5,4
2893,sim,masculino,35,4,4,5,4
2894,sim,feminino,34,2,2,3,3
2895,sim,masculino,34,5,4,5,4
2896,sim,masculino,34,4,4,3,5
2897,sim,feminino,34,5,5,5,4
2898,sim,feminino,34,5,3,4,2
2899,sim,feminino,35,4,4,3,3
2900,sim,masculino,34,4,4,5,4
2901,sim,feminino,34,3,5,3,3
2902,sim,feminino,34,1,3,5,4
2903,sim,feminino,34,3,2,3,3
2904,sim,feminino,35,3,4,3,3
2905,sim,feminino,34,1,3,5,4
2906,sim,feminino,34,4,4,3,3
2907,sim,feminino,35,4,4,3,3
2908,sim,feminino,34,3,5,5,4
2909,sim,masculino,34,4,4,1,3
2910,sim,masculino,34,3,2,3,5
2911,sim,masculino,34,4,4,3,5
2912,sim,feminino,35,3,4,5,4
2913,sim,feminino,35,3,4,5,4
2914,sim,feminino,34,4,1,3,3
2915,sim,feminino,35,4,4,4,2
2916,sim,masculino,34,4,4,5,4
2917,sim,masculino,34,4,4,5,4
2918,sim,feminino,34,4,4,5,4
2919,sim,masculino,34,4,4,1,3
2920,sim,masculino,34,4,4,5,4
2921,sim,feminino,34,2,2,3,3
2922,sim,feminino,35,4,4,5,4
2923,sim,feminino,34,4,4,5,4
2924,sim,feminino,34,4,4,5,4
2925,sim,feminino,41,4,4,3,5
2926,sim,feminino,34,4,5,3,3
2927,sim,masculino,34,3,4,5,4
2928,sim,feminino,34,4,3,3,3
2929,sim,feminino,35,3,5,5,4
2930,sim,feminino,34,3,2,3,3
2931,sim,masculino,34,4,4,1,3
2932,sim,feminino,34,5,5,3,5
2933,sim,masculino,34,3,5,3,1
2934,sim,feminino,39,3,4,3,3
2935,sim,feminino,34,4,4,3,3
2936,sim,feminino,34,4,5,4,2
2937,sim,feminino,34,5,4,3,5
2938,sim,feminino,34,3,2,3,3
2939,sim,feminino,34,3,5,5,4
2940,sim,masculino,34,4,4,3,5
2941,sim,masculino,37,3,3,3,5
2942,sim,feminino,34,4,4,3,3
2943,sim,feminino,34,4,4,3,5
2944,sim,masculino,34,4,4,1,3
2945,sim,feminino,34,4,4,3,3
2946,sim,feminino,35,4,4,5,4
2947,sim,masculino,34,4,4,3,5
2948,sim,feminino,34,3,5,5,4
2949,sim,feminino,34,3,2,3,3
2950,sim,feminino,34,2,5,2,3
2951,sim,masculino,34,4,4,3,3
2952,sim,masculino,34,5,4,5,4
2953,sim,feminino,34,4,4,3,3
2954,sim,feminino,34,4,4,5,4
2955,sim,feminino,34,5,5,3,5
2956,sim,feminino,41,4,4,3,5
2957,sim,feminino,35,4,4,5,4
2958,sim,feminino,34,3,2,3,3
2959,sim,feminino,35,3,4,5,4
2960,sim,feminino,35,4,4,5,4
2961,sim,feminino,34,4,4,5,4
2962,sim,feminino,34,4,4,5,4
2963,sim,feminino,35,3,4,5,4
2964,sim,masculino,34,4,4,1,3
2965,sim,masculino,34,5,4,5,4
2966,sim,feminino,36,4,4,5,4
2967,sim,masculino,34,4,4,3,5
2968,sim,feminino,34,3,5,5,4
2969,sim,masculino,36,4,4,3,3
2970,sim,feminino,34,4,4,3,5
2971,sim,feminino,34,4,4,5,4
2972,sim,feminino,36,4,4,5,4
2973,sim,masculino,36,4,4,5,4
2974,sim,feminino,35,3,4,5,4
2975,sim,feminino,34,3,5,5,4
2976,sim,masculino,36,4,4,5,4
2977,sim,feminino,34,3,5,5,4
2978,sim,feminino,34,2,5,2,3
2979,sim,feminino,34,4,4,5,5
2980,sim,masculino,35,4,4,5,4
2981,sim,feminino,35,3,5,5,4
2982,sim,masculino,35,4,4,5,4
2983,sim,masculino,35,4,4,5,4
2984,sim,feminino,34,4,4,5,4
2985,sim,masculino,34,3,2,3,5
2986,sim,feminino,34,4,4,5,4
2987,sim,feminino,34,5,5,3,5
2988,sim,feminino,34,4,4,5,4
2989,sim,masculino,34,3,5,3,1
2990,sim,feminino,39,3,4,3,3
2991,sim,feminino,34,1,3,5,4
2992,sim,feminino,34,4,3,3,3
2993,sim,feminino,34,4,3,3,3
2994,sim,feminino,34,4,4,3,3
2995,sim,feminino,34,2,5,2,3
2996,sim,masculino,34,4,4,1,3
2997,sim,feminino,34,4,5,4,2
2998,sim,masculino,36,4,4,3,3
2999,sim,feminino,35,4,4,5,4
3000,sim,feminino,34,4,4,3,3
